Lucas HERNANDEZ - Defender
Maxence Lacroix - Defender
Manu KONE - Midfielder
Aurelien TCHOUAMENI - Midfielder
Ngolo KANTE - Midfielder
Adrien RABIOT - Midfielder
Warren ZAIRE-EMERY - Midfielder
Rayan CHERKI - Midfielder
Maghnes AKLIOUCHE - Midfielder
Ousmane DEMBELE - Forward
Marcus THURAM - Forward
Kylian MBAPPE - Forward
Michael OLISE - Forward
Bradley BARCOLA - Forward
Desire DOUE - Forward
Jean-Philippe MATETA - Forward

Senegal
Тренер: Pape THIAW
Yehvann DIOUF - Goalkeeper
Edouard MENDY - Goalkeeper
Mory DIAW - Goalkeeper
Mamadou SARR - Defender
Kalidou KOULIBALY - Defender
Abdoulaye Seck - Defender
Ismail JAKOBS - Defender
Krepin DIATTA - Defender
Moussa Niakhate - Defender
Antoine MENDY - Defender
El Hadji Malick DIOUF - Defender
Idrissa Gana GUEYE - Midfielder
Pathe CISS - Midfielder
Lamine CAMARA - Midfielder
Pape Matar SARR - Midfielder
Habib DIARRA - Midfielder
Bara Sapoko NDIAYE - Midfielder
Pape GUEYE - Midfielder
Assane DIAO - Forward
Bamba DIENG - Forward
Sadio MANE - Forward
Nicolas JACKSON - Forward
Cherif NDIAYE - Forward
Iliman NDIAYE - Forward
Ismaila SARR - Forward
Ibrahim MBAYE - Forward

Iraq
Тренер: Graham James Arnold
FAHAD TALIB - Goalkeeper
JALAL HASSAN - Goalkeeper
AHMED BASIL - Goalkeeper
REBIN SULAKA - Defender
HUSSEIN ALI - Defender
ZAID TAHSEEN - Defender
AKAM HASHIM - Defender
MUNAF YOUNUS - Defender
AHMED MAKNAZI - Defender
MERCHAS DOSKI - Defender
MUSTAFA SAADOON - Defender
FRANS PUTROS - Defender
YOUSSEF AMYN - Midfielder
IBRAHIM BAYESH - Midfielder
ZIDANE IQBAL - Midfielder
AMIR ALAMMARI - Midfielder
KEVIN YAKOB - Midfielder
AIMAR SHER - Midfielder
ZAID ISMAEL - Midfielder
ALI ALHAMADI - Forward
MOHANAD ALI - Forward
AHMED QASIM - Forward
ALI YOUSIF - Forward
ALI JASIM - Forward
AYMEN HUSSEIN - Forward
MARKO FARJI - Forward

Norway
Тренер: Ståle Solbakken
Orjan NYLAND - Goalkeeper
Sander TANGVIK - Goalkeeper
Egil SELVIK - Goalkeeper
Kristoffer AJER - Defender
Leo OSTIGARD - Defender
David MOLLER WOLFE - Defender
Fredrik Andre BJORKAN - Defender
Marcus HOLMGREN PEDERSEN - Defender
Torbjorn HEGGEM - Defender
Sondre LANGAS - Defender
Henrik FALCHENER - Defender
Morten Thorsby - Midfielder
Patrick BERG - Midfielder
Sander BERGE - Midfielder
Martin ODEGAARD - Midfielder
Fredrik AURSNES - Midfielder
Kristian Thorstvedt - Midfielder
Thelo AASGAARD - Midfielder
Andreas SCHJELDERUP - Midfielder
Oscar BOBB - Midfielder
Jens Petter HAUGE - Midfielder
Alexander SORLOTH - Forward
Erling HAALAND - Forward
Jorgen STRAND LARSEN - Forward
Antonio NUSA - Forward
Julian RYERSON - Forward

Argentina
Тренер: Lionel SCALONI
Juan MUSSO - Goalkeeper
Geronimo RULLI - Goalkeeper
Emiliano MARTINEZ - Goalkeeper
Leonardo BALERDI - Defender
Nicolas TAGLIAFICO - Defender
Gonzalo MONTIEL - Defender
Lisandro MARTINEZ - Defender
Cristian ROMERO - Defender
Nicolas OTAMENDI - Defender
Facundo MEDINA - Defender
Nahuel MOLINA - Defender
Leandro PAREDES - Midfielder
Rodrigo DE PAUL - Midfielder
Valentin BARCO - Midfielder
Giovani Lo Celso - Midfielder
Exequiel PALACIOS - Midfielder
Nico GONZALEZ - Midfielder
Alexis MAC ALLISTER - Midfielder
Enzo FERNANDEZ - Midfielder
Julian ALVAREZ - Forward
Lionel MESSI - Forward
Thiago ALMADA - Forward
Giuliano SIMEONE - Forward
Nico PAZ - Forward
Jose Manuel LOPEZ - Forward
Lautaro MARTINEZ - Forward

Algeria
Тренер: Vladimir PETKOVIC
Melvin MASTIL - Goalkeeper
Oussama BENBOT - Goalkeeper
Luca ZIDANE - Goalkeeper
Aissa MANDI - Defender
Achref ABADA - Defender
Mohamed Amine TOUGAI - Defender
Zineddine BELAID - Defender
Jaouen HADJAM - Defender
Rayan AIT-NOURI - Defender
Rafik BELGHALI - Defender
Ramy BENSEBAINI - Defender
Samir CHERGUI - Defender
Ramiz ZERROUKI - Midfielder
Houssem Aouar - Midfielder
Fares CHAIBI - Midfielder
Hicham BOUDAOUI - Midfielder
Nabil Bentaleb - Midfielder
Ibrahim MAZA - Midfielder
Yassine TITRAOUI - Midfielder
Riyad Mahrez - Forward
Amine GOUIRI - Forward
Anis HADJ MOUSSA - Forward
Nadhir BENBOUALI - Forward
Mohamed AMOURA - Forward
Adil BOULBINA - Forward
Fares GHEDJEMIS - Forward

Austria
Тренер: Ralf RANGNICK
Alexander SCHLAGER - Goalkeeper
Florian WIEGELE - Goalkeeper
Patrick PENTZ - Goalkeeper
David AFFENGRUBER - Defender
Kevin Danso - Defender
Stefan POSCH - Defender
David ALABA - Defender
Philipp Lienhart - Defender
Phillip MWENE - Defender
Marco FRIEDL - Defender
Michael SVOBODA - Defender
Xaver Schlager - Midfielder
Nicolas SEIWALD - Midfielder
Marcel SABITZER - Midfielder
Florian GRILLITSCH - Midfielder
Carney CHUKWUEMEKA - Midfielder
Romano SCHMID - Midfielder
Christoph BAUMGARTNER - Midfielder
Konrad LAIMER - Midfielder
Alexander PRASS - Midfielder
Paul WANNER - Midfielder
Alessandro SCHOEPF - Midfielder
Marko ARNAUTOVIC - Forward
Michael Gregoritsch - Forward
Sasa KALAJDZIC - Forward
Patrick WIMMER - Forward

Jordan
Тренер: Jamal SELLAMI
YAZEED ABULAILA - Goalkeeper
NOUR BANIATEYAH - Goalkeeper
ABDALLAH ALFAKHORI - Goalkeeper
MOHAMMAD ABUHASHEESH - Defender
ABDALLAH NASIB - Defender
HUSAM ABUDAHAB - Defender
YAZAN ALARAB - Defender
MOHAMMAD ABUALNADI - Defender
SALEEM OBAID - Defender
SAED ALROSAN - Defender
EHSAN HADDAD - Defender
ANAS BADAWI - Defender
AMER JAMOUS - Midfielder
NOOR ALRAWABDEH - Midfielder
RAJAEI AYED - Midfielder
IBRAHIM SADEH - Midfielder
MOHAMMAD ABUGHOUSH - Midfielder
MOHANNAD ABUTAHA - Midfielder
NIZAR ALRASHDAN - Midfielder
MOHAMMAD ALDAOUD - Midfielder
MOHAMMAD ABUZRAIQ - Forward
ALI OLWAN - Forward
MOUSA ALTAMARI - Forward
ODEH FAKHOURY - Forward
MAHMOUD ALMARDI - Forward
ALI AZAIZEH - Forward

Portugal
Тренер: Roberto Martínez Montoliú
DIOGO COSTA - Goalkeeper
JOSE SA - Goalkeeper
RUI SILVA - Goalkeeper
NELSON SEMEDO - Defender
RUBEN DIAS - Defender
TOMAS ARAUJO - Defender
DIOGO DALOT - Defender
RENATO VEIGA - Defender
GONCALO INACIO - Defender
JOAO CANCELO - Defender
SAMU COSTA - Defender
NUNO MENDES - Defender
MATHEUS NUNES - Midfielder
BRUNO FERNANDES - Midfielder
BERNARDO SILVA - Midfielder
JOAO NEVES - Midfielder
RUBEN NEVES - Midfielder
VITINHA - Midfielder
CRISTIANO RONALDO - Forward
GONCALO RAMOS - Forward
JOAO FELIX - Forward
FRANCISCO TRINCAO - Forward
RAFAEL LEAO - Forward
PEDRO NETO - Forward
GONCALO GUEDES - Forward
FRANCISCO CONCEICAO - Forward

Congo DR
Тренер: Sébastien Desabre
Lionel MPASI - Goalkeeper
Timothy FAYULU - Goalkeeper
Matthieu EPOLO - Goalkeeper
Aaron WAN-BISSAKA - Defender
Steve KAPUADI - Defender
Axel Tuanzebe - Defender
Dylan BATUBINSIKA - Defender
Joris KAYEMBE - Defender
Chancel MBEMBA - Defender
Gedeon KALULU - Defender
Arthur MASUAKU - Defender
Ngalayel MUKAU - Midfielder
Nathanael MBUKU - Midfielder
Samuel Moutoussamy - Midfielder
Theo BONGONDA - Midfielder
Noah SADIKI - Midfielder
Aaron TSHIBOLA - Midfielder
Charles PICKEL - Midfielder
Edo Kayembe - Midfielder
Brian CIPENGA - Forward
Gael KAKUTA - Forward
Meschack ELIA - Forward
Cedric BAKAMBU - Forward
Fiston MAYELE - Forward
Yoane WISSA - Forward
Simon BANZA - Forward

Uzbekistan
Тренер: Fabio CANNAVARO
Utkir YUSUPOV - Goalkeeper
Abduvohid NEMATOV - Goalkeeper
Botirali ERGASHEV - Goalkeeper
Abdukodir KHUSANOV - Defender
Khojiakbar ALIJONOV - Defender
Farrukh SAYFIEV - Defender
Rustam ASHURMATOV - Defender
Sherzod NASRULLAEV - Defender
Umar ESHMURODOV - Defender
Abdulla ABDULLAEV - Defender
Behruzjon KARIMOV - Defender
Avazbek ULMASALIYEV - Defender
Jakhongir UROZOV - Defender
Akmal MOZGOVOY - Midfielder
Otabek Shukurov - Midfielder
Jamshid ISKANDEROV - Midfielder
Odiljon XAMROBEKOV - Midfielder
Jaloliddin Masharipov - Midfielder
Oston URUNOV - Midfielder
Dostonbek Khamdamov - Midfielder
Azizjon GANIEV - Midfielder
Abbosbek FAYZULLAEV - Midfielder
Sherzod ESANOV - Midfielder
Eldor SHOMURODOV - Forward
Azizbek AMONOV - Forward
Igor Sergeev - Forward

Colombia
Тренер: Néstor Gabriel Lorenzo
David OSPINA - Goalkeeper
Camilo VARGAS - Goalkeeper
Alvaro MONTERO - Goalkeeper
Daniel MUNOZ - Defender
Jhon LUCUMI - Defender
Santiago ARIAS - Defender
Yerry MINA - Defender
Gustavo PUERTA - Defender
Johan MOJICA - Defender
Willer DITTA - Defender
Deiver MACHADO - Defender
Davinson SANCHEZ - Defender
Kevin CASTANO - Midfielder
Richard RIOS - Midfielder
Jorge CARRASCAL - Midfielder
James RODRIGUEZ - Midfielder
Jhon ARIAS - Midfielder
Juan PORTILLA - Midfielder
Jefferson LERMA - Midfielder
Juan QUINTERO - Midfielder
Luis DIAZ - Forward
Jhon CORDOBA - Forward
Cucho HERNANDEZ - Forward
Jaminton CAMPAZ - Forward
Luis SUAREZ - Forward
Andres GOMEZ - Forward

England
Тренер: Thomas Tuchel
Jordan PICKFORD - Goalkeeper
Dean Henderson - Goalkeeper
James TRAFFORD - Goalkeeper
Ezri KONSA - Defender
Nico OREILLY - Defender
John STONES - Defender
Marc GUEHI - Defender
Tino LIVRAMENTO - Defender
Dan BURN - Defender
Reece JAMES - Defender
Djed SPENCE - Defender
Jarell QUANSAH - Defender
Declan RICE - Midfielder
Elliot ANDERSON - Midfielder
Jude BELLINGHAM - Midfielder
Jordan HENDERSON - Midfielder
Kobbie MAINOO - Midfielder
Morgan ROGERS - Midfielder
Eberechi EZE - Midfielder
Bukayo SAKA - Forward
Harry KANE - Forward
Marcus RASHFORD - Forward
Anthony GORDON - Forward
Ollie WATKINS - Forward
Noni MADUEKE - Forward
Ivan TONEY - Forward

Croatia
Тренер: Zlatko Dalić
Dominik LIVAKOVIC - Goalkeeper
Ivor PANDUR - Goalkeeper
Dominik KOTARSKI - Goalkeeper
Josip STANISIC - Defender
Marin PONGRACIC - Defender
Josko GVARDIOL - Defender
Duje CALETA-CAR - Defender
Josip SUTALO - Defender
Kristijan JAKIC - Defender
Luka VUSKOVIC - Defender
Martin ERLIC - Defender
Nikola Moro - Midfielder
Mateo KOVACIC - Midfielder
Luka MODRIC - Midfielder
Nikola VLASIC - Midfielder
Mario PASALIC - Midfielder
Martin BATURINA - Midfielder
Petar SUCIC - Midfielder
Toni FRUK - Midfielder
Luka SUCIC - Midfielder
Andrej KRAMARIC - Forward
Ante BUDIMIR - Forward
Ivan PERISIC - Forward
Igor MATANOVIC - Forward
Marco PASALIC - Forward
Petar Musa - Forward

Ghana
Тренер: Carlos QUEIROZ
Lawrence Ati ZIGI - Goalkeeper
Joseph ANANG - Goalkeeper
Benjamin ASARE - Goalkeeper
Alidu SEIDU - Defender
Jonas ADJETEY - Defender
Abdul MUMIN - Defender
Gideon MENSAH - Defender
Baba RAHMAN - Defender
Jerome OPOKU - Defender
Kojo Peprah OPPONG - Defender
Derrick LUCKASSEN - Defender
Marvin SENAYA - Defender
Caleb YIRENKYI - Midfielder
Thomas PARTEY - Midfielder
Kwasi SIBO - Midfielder
Antoine SEMENYO - Midfielder
Elisha OWUSU - Midfielder
Augustine BOAKYE - Midfielder
Abdul FATAWU - Forward
Jordan AYEW - Forward
Brandon THOMAS-ASANTE - Forward
Christopher Bonsu BAAH - Forward
Inaki WILLIAMS - Forward
Kamaldeen SULEMANA - Forward
Ernest NUAMAH - Forward
Prince ADU - Forward

Panama
Тренер: Thomas Christiansen Tarín
Luis MEJIA - Goalkeeper
Cesar SAMUDIO - Goalkeeper
Orlando MOSQUERA - Goalkeeper
Cesar BLACKMAN - Defender
Jose CORDOBA - Defender
Fidel ESCOBAR - Defender
Edgardo FARINA - Defender
Jiovany RAMOS - Defender
Carlos HARVEY - Defender
Eric DAVIS - Defender
Andres ANDRADE - Defender
Amir MURILLO - Defender
Roderick MILLER - Defender
Jorge GUTIERREZ - Defender
Cristian MARTINEZ - Midfielder
Jose Luis RODRIGUEZ - Midfielder
Adalberto CARRASQUILLA - Midfielder
Ismael DIAZ - Midfielder
Edgar Yoel BARCENAS - Midfielder
Alberto QUINTERO - Midfielder
Anibal GODOY - Midfielder
Cesar YANIS - Midfielder
Tomas RODRIGUEZ - Forward
Jose FAJARDO - Forward
Cecilio Waterman - Forward
Azarias LONDONO - Forward
